"drugid"	"smiles"
"DB00796"	"CCOC1=NC2=CC=CC(C(O)=O)=C2N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1"
"DB00798"	"CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1"
"DB00804"	"CCN(CC)CCOC(=O)C1(CCCCC1)C1CCCCC1"
"DB00808"	"CC1CC2=CC=CC=C2N1NC(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O"
"DB00811"	"NC(=O)C1=NN(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O"
"DB00813"	"CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1"
"DB00814"	"CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=C(C=CC=C2)S1(=O)=O"
"DB00818"	"CC(C)C1=CC=CC(C(C)C)=C1O"
"DB00819"	"CC(=O)NC1=NN=C(S1)S(N)(=O)=O"
"DB00875"	"[H]C(CCN1CCN(CCO)CC1)=C1C2C=C(C=CC2SC2=C1C=CC=C2)C(F)(F)F"
"DB00876"	"CCCCC1=NC=C(C=C(/CC2=CC=CS2)C(O)=O)N1CC1=CC=C(C=C1)C(O)=O"
"DB00877"	"[H][C@@]1(C[C@H](C)[C@]2([H])CC(=O)[C@H](C)C=C(C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)C=CC=CC=C(C)[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](O)[C@@H](C1)OC"
"DB00880"	"NS(=O)(=O)C1=C(Cl)C=C2NC=NS(=O)(=O)C2=C1"
"DB00881"	"CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC=CC=C2C[C@H]1C(O)=O"
"DB00883"	"[H][C@]12OC[C@H](O[N+]([O-])=O)[C@@]1([H])OC[C@H]2O[N+]([O-])=O"
"DB00887"	"CCCCNC1=C(OC2=CC=CC=C2)C(=CC(=C1)C(O)=O)S(N)(=O)=O"
"DB00889"	"CN1N=C(C(=O)NC2CC3CCCC(C2)N3C)C2=CC=CC=C12"
"DB00896"	"CCC(=O)[C@@]1(C)[C@H](C)CC2C3CCC4=CC(=O)C=C[C@]4(C)C3[C@@H](O)C[C@]12C"
"DB00899"	"CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC(=O)OC)CC1)C(=O)OC"
"DB00903"	"CCC(=C)C(=O)C1=C(Cl)C(Cl)=C(OCC(O)=O)C=C1"
"DB00904"	"CN1C2=C(C3=CC=CC=C13)C(=O)C(CN1C=CN=C1C)CC2"
"DB01142"	"[H]C(CCN(C)C)=C1C2=CC=CC=C2COC2=CC=CC=C12"
"DB01144"	"NS(=O)(=O)C1=CC(=C(Cl)C(Cl)=C1)S(N)(=O)=O"
"DB01148"	"CC1=C(OC2=C(C=CC=C2C(=O)OCCN2CCCCC2)C1=O)C1=CC=CC=C1"
"DB01149"	"CCC1=NN(CCCN2CCN(CC2)C2=CC(Cl)=CC=C2)C(=O)N1CCOC1=CC=CC=C1"
"DB01151"	"CNCCCN1C2=CC=CC=C2CCC2=CC=CC=C12"
"DB01155"	"CON=C1/CN(CC1CN)C1=NC2=C(C=C1F)C(=O)C(=CN2C1CC1)C(O)=O"
"DB01158"	"CC[N+](C)(C)CC1=CC=CC=C1Br"
"DB01162"	"COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1CCCO1"
"DB01165"	"CC1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCN(C)CC1"
"DB01166"	"O=C1CCC2=C(N1)C=CC(OCCCCC1=NN=NN1C1CCCCC1)=C2"
"DB01167"	"CCC(C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1"
"DB01168"	"CNNCC1=CC=C(C=C1)C(=O)NC(C)C"
"DB01169"	"O1[As]2O[As]1O2"
"DB01171"	"ClC1=CC=C(C=C1)C(=O)NCCN1CCOCC1"
"DB01172"	"NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O"
"DB01173"	"CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1C"
"DB01174"	"CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1"
"DB01175"	"CN(C)CCC[C@]1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1"
"DB01176"	"CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1"
"DB01182"	"CCCNCC(O)COC1=CC=CC=C1C(=O)CCC1=CC=CC=C1"
"DB01184"	"ClC1=CC2=C(C=C1)N(C1CCN(CCCN3C(=O)NC4=CC=CC=C34)CC1)C(=O)N2"
"DB01185"	"[H][C@@]12CC[C@](C)(O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C"
"DB01189"	"FC(F)OC(F)C(F)(F)F"
"DB01192"	"[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1(O)CCC2=O"
"DB01193"	"CCCC(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)C)C=C1"
"DB01195"	"FC(F)(F)COC1=CC(C(=O)NCC2CCCCN2)=C(OCC(F)(F)F)C=C1"
"DB01247"	"CC1=CC(=NO1)C(=O)NNCC1=CC=CC=C1"
"DB01251"	"COC1=CC2=C(C=C1)C(C)(C)C(=O)N(CCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1)C2=O"
"DB08864"	"CC1=CC(C=CC#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1"
"DB08868"	"CCCCCCCCC1=CC=C(CCC(N)(CO)CO)C=C1"
"DB08871"	"[H][C@@]12O[C@@]3([H])CCC4CC(=O)C[C@H]5[C@H](C[C@H]6O[C@H](C[C@@H](C)C6=C)CC[C@@H]6O[C@H](CC6=C)CC[C@@]67C[C@@H](O[C@H]1[C@@H](O6)[C@@]3([H])O4)[C@@H]2O7)O[C@H](C[C@H](O)CN)[C@@H]5OC"
"DB08882"	"CC#CCN1C(=NC2=C1C(=O)N(CC1=NC3=C(C=CC=C3)C(C)=N1)C(=O)N2C)N1CCC[C@@H](N)C1"
"DB08893"	"NC1=NC(CC(=O)NC2=CC=C(CCNC[C@H](O)C3=CC=CC=C3)C=C2)=CS1"
"DB08897"	"OC(C(=O)O[C@H]1C[N+]2(CCCOC3=CC=CC=C3)CCC1CC2)(C1=CC=CS1)C1=CC=CS1"
"DB08903"	"COC1=NC2=C(C=C(Br)C=C2)C=C1[C@@H](C1=CC=CC=C1)[C@@](O)(CCN(C)C)C1=CC=CC2=C1C=CC=C2"
"DB08906"	"[H][C@@]12C[C@@H](C)[C@](OC(=O)C3=CC=CO3)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C"
"DB08907"	"[H][C@]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C1=CC=C(C)C(CC2=CC=C(S2)C2=CC=C(F)C=C2)=C1"
"DB08910"	"NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O"
"DB08912"	"CC(C)(C)C1=NC(=C(S1)C1=NC(N)=NC=C1)C1=C(F)C(NS(=O)(=O)C2=C(F)C=CC=C2F)=CC=C1"
"DB08918"	"CCN(CC)C(=O)[C@]1(C[C@H]1CN)C1=CC=CC=C1"
"DB08931"	"COC(=O)N(C)C1=C(N)N=C(N=C1N)C1=NN(CC2=C(F)C=CC=C2)C2=C1C=CC=N2"
"DB08941"	"CC(COC1=CC=CC=C1)NC(C)C(O)C1=CC=C(O)C=C1"
"DB08976"	"OCC(O)COC(=O)C1=CC=CC=C1NC1=C2C=CC=C(C2=NC=C1)C(F)(F)F"
"DB09300"	"[Br-].CCCC[N+]1(C)[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1"
"DB00182"	"CC(N)CC1=CC=CC=C1"
"DB00191"	"CC(C)(N)CC1=CC=CC=C1"
"DB00319"	"[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](NC(=O)N1CCN(CC)C(=O)C1=O)C1=CC=CC=C1)C(O)=O"
"DB00578"	"[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C(C(O)=O)C1=CC=CC=C1)C(O)=O"
"DB00581"	"OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O"
"DB01147"	"[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=CC=CC=C1Cl)C(O)=O"
"DB01156"	"CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1"
"DB09267"	"[Sr++].[Sr++].[O-]C(=O)CN(CC([O-])=O)C1=C(C#N)C(CC([O-])=O)=C(S1)C([O-])=O"
"DB09183"	"COC1=C(C=C(C=C1C1=CC2=CC=C(NS(C)(=O)=O)C=C2C=C1)N1C=CC(=O)NC1=O)C(C)(C)C"
"DB09265"	"CC[C@H](C)[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)CNC(=O)[C@@H](N)CC1=CNC=N1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(N)=O"
"DB09281"	"[Mg++].[Mg++].[O-][Si](=O)O[Si]([O-])([O-])O[Si]([O-])=O"
"DB00874"	"COC1=CC=CC=C1OCC(O)CO"
"DB09235"	"CC1=C(C(C2=CC=CC(=C2)[N+]([O-])=O)C(=C(C)N1)P1(=O)OCC(C)(C)CO1)C(=O)OCCN(CC1=CC=CC=C1)C1=CC=CC=C1"
"DB00585"	"CNC(NCCSCC1=CSC(CN(C)C)=N1)=C/[N+]([O-])=O"
"DB00595"	"[H][C@@]12[C@@H](O)[C@@]3([H])C(C(=O)C4=C(O)C=CC=C4[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C"
"DB00602"	"CO[C@H]1C[C@@H](O[C@@H](C)[C@@H]1O)O[C@H]1[C@H](C)O[C@H](C[C@@H]1OC)O[C@H]1[C@@H](C)C=CC=C2/CO[C@@H]3[C@H](O)C(C)=C[C@@H](C(=O)O[C@H]4C[C@@H](CC=C1/C)O[C@@]1(CC[C@H](C)[C@@H](C(C)C)O1)C4)[C@]23O.CC[C@@H](C)[C@H]1O[C@@]2(CC[C@@H]1C)O[C@@H]1CC=C(C)[C@@H](O[C@@H]3O[C@@H](C)[C@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](OC)C4)[C@@H](OC)C3)[C@@H](C)C=CC=C3/CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O[C@@H](C1)C2)[C@]34O"
"DB00900"	"OC[C@@H]1CC[C@@H](O1)N1C=NC2=C1NC=NC2=O"
"DB01190"	"CCC[C@@H]1C[C@H](N(C)C1)C(=O)NC(C(C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O"
"DB08826"	"CN1C=CC(=O)C(O)=C1C"
"DB08867"	"[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)C[C@H](C1=CC=C(C=C1)N(C)C)C1=C3CCC(=O)C=C3CC[C@@]21[H]"
"DB08901"	"CN1CCN(CC2=CC=C(NC(=O)C3=CC(C#CC4=CN=C5C=CC=NN45)=C(C)C=C3)C=C2C(F)(F)F)CC1"
"DB08909"	"O=C(CCCC1=CC=CC=C1)OCC(COC(=O)CCCC1=CC=CC=C1)OC(=O)CCCC1=CC=CC=C1"
"DB08930"	"[H][C@]12CN3C=C(C(=O)NCC4=CC=C(F)C=C4F)C(=O)C(O)=C3C(=O)N1[C@H](C)CCO2"
"DB08932"	"CCCNS(=O)(=O)NC1=C(C(OCCOC2=NC=C(Br)C=N2)=NC=N1)C1=CC=C(Br)C=C1"
"DB08934"	"CC(C)OC(=O)[C@H](C)N[P@](=O)(OCC1O[C@@H](N2C=CC(=O)NC2=O)[C@](C)(F)[C@@H]1O)OC1=CC=CC=C1"
"DB09143"	"OP(O)(O)=O.OP(O)(O)=O.[H][C@]1(C)CN(C[C@@]([H])(C)O1)C1=NC=C(C=C1)N=C(O)C1=CC=CC(=C1C)C1=CC=C(OC(F)(F)F)C=C1"
"DB09262"	"CC1=NC=CN1CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=C1"
"DB00599"	"CCCC(C)C1(CC)C(=O)NC(=S)NC1=O"
"DB09269"	"OC(=O)CC1=CC=CC=C1"
"DB00374"	"[H][C@]12C[C@@H](O)[C@H](CC[C@@H](O)CCCCC)[C@@]1([H])CC1=C(C2)C(OCC(O)=O)=CC=C1"
"DB00531"	"ClCCN(CCCl)P1(=O)NCCCO1"
"DB00569"	"[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].CO[C@H]1O[C@H](COS([O-])(=O)=O)[C@@H](O[C@@H]2O[C@H]([C@@H](O[C@H]3O[C@H](COS([O-])(=O)=O)[C@@H](O[C@@H]4O[C@@H]([C@@H](O[C@H]5O[C@H](COS([O-])(=O)=O)[C@@H](O)[C@H](O)[C@H]5NS([O-])(=O)=O)[C@H](O)[C@H]4O)C(O)=O)[C@H](OS([O-])(=O)=O)[C@H]3NS([O-])(=O)=O)[C@H](O)[C@H]2OS([O-])(=O)=O)C(O)=O)[C@H](O)[C@H]1NS([O-])(=O)=O"
"DB00682"	"CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2"
"DB00686"	"O[C@@H]1CO[C@@H](O[C@@H]2CO[C@@H](O)[C@H](OS(O)(=O)=O)[C@H]2OS(O)(=O)=O)[C@H](OS(O)(=O)=O)[C@H]1OS(O)(=O)=O"
"DB00864"	"CO[C@@H]1C[C@@H](CC[C@H]1O)C=C(/C)[C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H]([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)CC(C)=C[C@@H](CC=C)C(=O)C[C@H](O)[C@H]1C)OC"
"DB00115"	"OC[C@H]1O[C@@H]([C@H](O)[C@@H]1OP(O)(=O)O[C@]([H])(C)CNC(=O)CC[C@]1(C)[C@@H](CC(=O)N)[C@@]2([H])N([Co]C#N)C1=C(C)/C1=N/C(=CC3=NC(=C(C)/C4=N[C@]2(C)[C@@](C)(CC(=O)N)[C@@H]4CCC(=O)N)[C@@](C)(CC(=O)N)[C@@H]3CCC(=O)N)/C(C)(C)[C@@H]1CCC(=O)N)N1C=NC2=CC(C)=C(C)C=C12"
"DB00126"	"[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO"
"DB00352"	"NC1=NC(=S)C2=C(N1)N=CN2"
"DB00361"	"[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@@](CC)([C@@H](OC(C)=O)[C@@]2(O)C(=O)OC)[C@@]13[H])[C@]1(C[C@@]2([H])CN(CC(CC)=C2)CC2=C1NC1=CC=CC=C21)C(=O)OC"
"DB00368"	"NC[C@H](O)C1=CC(O)=C(O)C=C1"
"DB00375"	"ClCC1CO1.NCCNCCNCCNCCN"
"DB00428"	"CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O"
"DB00429"	"OCC([NH3+])(CO)CO.CCCCC[C@@](O)(C)C=C[C@H]1[C@@H](O)C[C@H](O)[C@@H]1CC=C/CCCC(=O)[O-]"
"DB00441"	"NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F"
"DB00444"	"[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(O)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@H]2O[C@@H]1O[C@]2([H])COC(O[C@@]2([H])[C@H](O)[C@H]1O)C1=CC=CS1"
"DB00445"	"COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O"
"DB00446"	"OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O"
"DB00512"	"CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)C2=CC=C(OC3=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@H]4C[C@](C)(N)[C@H](O)[C@H](C)O4)C4=CC(=C3)[C@@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N[C@@H]1C3=CC(=C(O)C=C3)C3=C(O)C=C(O)C=C3[C@H](NC(=O)[C@@H](NC1=O)[C@H](O)C1=CC(Cl)=C(O4)C=C1)C(O)=O)C(Cl)=C2"
"DB00515"	"N[Pt](N)(Cl)Cl"
"DB00520"	"CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)C1=CC=C(O)C=C1)[C@H](O)CCN"
"DB00526"	"O=C1O[Pt]2(N[C@@H]3CCCC[C@H]3N2)OC1=O"
"DB00528"	"COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)(C)CN(C)CCC(C1=CC=CC=C1)C1=CC=CC=C1"
"DB00541"	"[H][C@@]12N3CC[C@@]11C4=CC(=C(OC)C=C4N(C=O)[C@@]1([H])[C@](O)([C@H](OC(C)=O)[C@]2(CC)C=CC3)C(=O)OC)[C@]1(C[C@]2([H])CN(C[C@](O)(CC)C2)CCC2=C1NC1=CC=CC=C21)C(=O)OC"
"DB00544"	"FC1=CNC(=O)NC1=O"
"DB00552"	"OC[C@H]1O[C@H](C[C@@H]1O)N1C=NC2=C1N=CNC[C@H]2O"
"DB00559"	"COC1=CC=CC=C1OC1=C(NS(=O)(=O)C2=CC=C(C=C2)C(C)(C)C)N=C(N=C1OCCO)C1=NC=CC=N1"
"DB00563"	"CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O"
"DB00570"	"[H][C@@]12N(C)C3=C(C=C(C(OC)=C3)[C@]3(C[C@@H]4CN(C[C@](O)(CC)C4)CCC4=C3NC3=CC=CC=C43)C(=O)OC)[C@@]11CCN3CC=C[C@@](CC)([C@@H](OC(C)=O)[C@]2(O)C(=O)OC)[C@@]13[H]"
"DB00665"	"CC1(C)NC(=O)N(C1=O)C1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F"
"DB00666"	"CC(C)CC(NC(=O)C(CC1=CC2=CC=CC=C2C=C1)NC(=O)C(CC1=CC=C(O)C=C1)NC(=O)C(CO)NC(=O)C(CC1=CNC2=CC=CC=C12)NC(=O)C(CC1=CNC=N1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCNC(N)=N)C(=O)N1CCCC1C(=O)NCC(N)=O"
"DB00673"	"C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F"
"DB00681"	"[H][C@]12C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)C=CC=CC=CC=CC=CC=CC=C[C@H](C)[C@@H](O)[C@@H](C)[C@H](C)OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@](O)(C[C@H](O)[C@H]1C(O)=O)O2"
"DB00692"	"CC1=CC=C(C=C1)N(CC1=NCCN1)C1=CC(O)=CC=C1"
"DB00694"	"COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(C)=O)C(O)=C1C2=O"
"DB00745"	"NC(=O)CS(=O)C(C1=CC=CC=C1)C1=CC=CC=C1"
"DB00750"	"CCCNC(C)C(=O)NC1=CC=CC=C1C"
"DB00755"	"CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(O)=O"
"DB00762"	"CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=C1C=C(OC(=O)N1CCC(CC1)N1CCCCC1)C=C2"
"DB00773"	"[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(O)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@H]2O[C@@H]1O[C@]2([H])CO[C@@H](C)O[C@@]2([H])[C@H](O)[C@H]1O"
"DB00843"	"COC1=C(OC)C=C2C(=O)C(CC3CCN(CC4=CC=CC=C4)CC3)CC2=C1"
"DB00853"	"CN1N=NC2=C(N=CN2C1=O)C(N)=O"
"DB00872"	"CC1=NC2=C(CCN(C(=O)C3=CC=C(NC(=O)C4=CC=CC=C4C4=CC=CC=C4)C=C3)C3=CC=CC=C23)N1"
"DB01005"	"NC(=O)NO"
"DB01008"	"CS(=O)(=O)OCCCCOS(C)(=O)=O"
"DB01014"	"OC(=O)CCNC(=O)C1=CC=C(C=C1)N=NC1=CC=C(O)C(=C1)C(O)=O"
"DB01030"	"CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=CC4=C(C=CC(O)=C4CN(C)C)N=C13)C2=O"
"DB01032"	"CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O"
"DB01033"	"S=C1N=CNC2=C1NC=N2"
"DB01039"	"CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1"
"DB01042"	"N[C@@H](CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O"
"DB01045"	"CO[C@H]1C=CO[C@@]2(C)OC3=C(C2=O)C2=C(O)C(C=NN4CCN(C)CC4)=C(NC(=O)C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(O)=C2C(O)=C3C"
"DB01073"	"NC1=C2N=CN([C@@H]3O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]3O)C2=NC(F)=N1"
"DB01076"	"CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CCC(O)CC(O)CC([O-])=O)C1=CC=C(F)C=C1)C1=CC=CC=C1"
"DB01083"	"CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O"
"DB01364"	"CN[C@@H](C)[C@H](O)C1=CC=CC=C1"
"DB01369"	"CC[C@H]1NC(=O)[C@@H](NC(=O)C2=NC=CC=C2O)[C@@H](C)OC(=O)[C@@H](NC(=O)C2CC(=O)C(CS[C@@H]3CN4CCC3CC4)CN2C(=O)[C@H](CC2=CC=C(C=C2)N(C)C)N(C)C(=O)[C@@H]2CCCN2C1=O)C1=CC=CC=C1"
"DB01393"	"CC(C)(OC1=CC=C(CCNC(=O)C2=CC=C(Cl)C=C2)C=C1)C(O)=O"
"DB01394"	"COC1=CC2=C(C(OC)=C1OC)C1=CC=C(OC)C(=O)C=C1C(CC2)NC(C)=O"
"DB06717"	"C[C@@H](O[C@H]1OCCN(CC2=NC(=O)N(N2)P(O)(O)=O)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F"
"DB08819"	"CC(C)OC(=O)CCCC=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1C=CC(F)(F)COC1=CC=CC=C1"
"DB08820"	"CC(C)(C)C1=CC(=C(O)C=C1NC(=O)C1=CNC2=CC=CC=C2C1=O)C(C)(C)C"
"DB00438"	"[O-]C(=O)C1=C(CS[C@]2([H])[C@H](NC(=O)C(=N/OC(C)(C)C(O)=O)C3=CSC(N)=N3)C(=O)N12)C[N+]1=CC=CC=C1"
"DB00493"	"[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)C1=CSC(N)=N1)C(O)=O"
"DB00535"	"[H][C@]12SCC(C=C)=C(N1C(=O)[C@H]2NC(=O)C(=N/O)C1=CSC(N)=N1)C(O)=O"
"DB00550"	"CCCC1=CC(=O)NC(=S)N1"
"DB00567"	"[H][C@]12SCC(C)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O"
"DB00671"	"[H][C@]12SCC(C=C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OCC(O)=O)C1=CSC(N)=N1)C(O)=O"
"DB00744"	"CC(N(O)C(N)=O)C1=CC2=CC=CC=C2S1"
"DB00763"	"CN1C=CNC1=S"
"DB00766"	"[H][C@@]12CC(=O)N1[C@@H](C(O)=O)C(O2)=CCO"
"DB00833"	"[H][C@]12SCC(Cl)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O"
"DB01022"	"CC(C)CCC[C@@H](C)CCC[C@@H](C)CCCC(C)=CCC1=C(C)C(=O)C2=C(C=CC=C2)C1=O"
"DB01043"	"CC12CC3CC(C)(C1)CC(N)(C3)C2"
"DB01065"	"COC1=CC2=C(NC=C2CCNC(C)=O)C=C1"
"DB01415"	"[H][C@]12SCC=C(N1C(=O)[C@H]2NC(=O)C(=C/CC(O)=O)C1=CSC(N)=N1)C(O)=O"
"DB01416"	"[H][C@]12SCC(COC)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)C1=CSC(N)=N1)C(O)=O"
