"drugid"	"smiles"
"DB01621"	"CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN2CCC(CCO)CC2)C=C1"
"DB01623"	"CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3C2=CCCN2CCN(C)CC2)C=C1"
"DB02546"	"ONC(=O)CCCCCCC(=O)NC1=CC=CC=C1"
"DB09026"	"COCCCOC1=C(OC)C=CC(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C(C)C)C(=O)NCC(C)(C)C(N)=O)C(C)C)=C1"
"DB09038"	"[H][C@@]1(CCOC1)OC1=CC=C(CC2=C(Cl)C=CC(=C2)[C@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]2([H])O)C=C1"
"DB09039"	"[H][C@](CN1CCCC1)(N=C(O)CCCCCCC)[C@]([H])(O)C1=CC2=C(OCCO2)C=C1"
"DB09042"	"CN1N=NC(=N1)C1=CC=C(C=N1)C1=CC=C(C=C1F)N1C[C@H](COP(O)(O)=O)OC1=O"
"DB09068"	"CC1=CC(C)=C(SC2=CC=CC=C2N2CC[NH2+]CC2)C=C1"
"DB09071"	"[H][C@@]1(CN=C(O)CC)C[C@@]1([H])C1=C2CCOC2=CC=C1"
"DB09078"	"COC1=C(C=C2C(OC3=CC(Cl)=C(NC(O)=NC4CC4)C=C3)=CC=NC2=C1)C(O)=N"
"DB09080"	"Cl.[H][C@](O)(CNC(C)(C)CC1=CC=C(OC)C=C1)C1=C2OCC(O)=NC2=CC(O)=C1"
"DB09083"	"COC1=C(OC)C=C2[C@@H](CN(C)CCCN3CCC4=CC(OC)=C(OC)C=C4CC3=O)CC2=C1"
"DB09118"	"CC(C)(C)C(O)C=CC1=CC2=C(OCO2)C=C1"
"DB09128"	"O=C1NC2=CC(OCCCCN3CCN(CC3)C3=C4C=CSC4=CC=C3)=CC=C2C=C1"
"DB01602"	"[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(=O)OC(C)OC(=O)OCC"
"DB01603"	"[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(OC)C=CC=C1OC)C(O)=O"
"DB01607"	"[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](C(O)=O)C1=CSC=C1)C(O)=O"
"DB09104"	"[OH-].[OH-].[Mg++]"
"DB01627"	"[H][C@@]1(O[C@]([H])([C@H](NC(=O)C2C[C@@H](CCC)CN2C)[C@@H](C)O)[C@H](O)[C@H](O)[C@H]1O)SC"
"DB08439"	"CCC(=O)NS(=O)(=O)C1=CC=C(C=C1)C1=C(C)ON=C1C1=CC=CC=C1"
"DB09020"	"CC(=O)OC1=CC=C(C=C1)C(C1=CC=C(OC(C)=O)C=C1)C1=CC=CC=N1"
"DB08984"	"OCCOCCOC(=O)C1=CC=CC=C1NC1=CC=CC(=C1)C(F)(F)F"
"DB08993"	"[H]C(NC(O)=N)=C1N=C(O)[C@]([H])(CO)N=C(O)[C@]([H])(CO)N=C(O)[C@]([H])(CN=C(O)[C@@]([H])(N=C1O)[C@@]1([H])CCNC(=N)N1)N=C(O)C[C@@]([H])(N)[C@]([H])(O)CCN"
"DB08998"	"CNCCON=C1C2=CC=CC=C2C=CC2=CC=CC=C12"
"DB09014"	"CCCCSC1=CC=C(C=C1)C(SCCN(C)C)C1=CC=CC=C1"
"DB09031"	"CCCCCCCCCCCCCCCCOP([O-])(=O)OCC[N+](C)(C)C"
"DB09040"	"C[C@@H](N1CCC(=C)CC1)[C@](O)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1"
"DB09041"	"OB1OCC2=CC(F)=CC=C12"
"DB09047"	"[H][C@]12CN(C[C@]1([H])OCCN2)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1C#N)C(O)=O"
"DB09081"	"COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O"
"DB09084"	"CN(C)CCCOC1=NN(CC2=CC=CC=C2)C2=CC=CC=C12"
"DB09087"	"[Al+3].[K+].[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O"
"DB09093"	"[H][C@]12C[C@@]3([H])[C@]([H])(N(C)C)C(O)=C(C(O)=N)C(=O)[C@@]3(O)C(O)=C1C(=O)C1=C(O)C=CC(Cl)=C1[C@@]2(C)O"
"DB09110"	"[Na+].[O-]S(=O)(=O)CCS"
"DB09114"	"CCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC"
"DB09115"	"OC1=C2N=CC=CC2=C(I)C=C1I"
"DB09127"	"[Na+].[Na+].OP([O-])([O-])=O"
"DB01588"	"ClC1=CC2=C(C=C1)N(CC1CC1)C(=O)CN=C2C1=CC=CC=C1"
"DB01599"	"CC(C)(SC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C)SC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C"
"DB01615"	"CC(CN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(C)=O)N(C)C"
"DB01619"	"CN1CCC2=C(C1)C(C1=CC=CC=C21)C1=CC=CC=C1"
"DB01625"	"CC(C)[N+](C)(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=C1)C(C)C"
"DB01626"	"CN(CC#C)CC1=CC=CC=C1"
"DB01677"	"[O-]C(=O)C=CC([O-])=O"
"DB03619"	"C[C@H](CCC(O)=O)[C@@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C"
"DB03793"	"OC(=O)C1=CC=CC=C1"
"DB02701"	"NC(=O)C1=CC=CN=C1"
"DB03754"	"NC(CO)(CO)CO"
"DB03166"	"CC([O-])=O"
"DB03209"	"OC(=O)C1=NC(=O)NC(=O)N1"
"DB03255"	"OC1=CC=CC=C1"
"DB03256"	"NC1=NC(=O)C2=C(NC[C@H](CNC3=CC=C(C=C3)C(=O)N[C@H](CCC(O)=O)C(O)=O)N2C=O)N1"
"DB03404"	"CC1=C2C=C3C(C)=C(C)C4=[N+]3[Fe@]35N6C(=C4)C(C)=C(C(O)=O)C6=CC4=[N+]3C(=CC(N25)=C1C)C(C)=C4C(O)=O"
"DB03796"	"CCCCCCCCCCCCCCCC(O)=O"
"DB03843"	"C=O"
"DB03856"	"NCCC[C@@](N)(C(F)F)C(O)=O"
"DB03904"	"NC(N)=O"
"DB04272"	"OC(=O)CC(O)(CC(O)=O)C(O)=O"
"DB04865"	"[H][C@]12[C@H](OC(=O)C(O)(CCCC(C)(C)O)CC(=O)OC)C(OC)=C[C@@]11CCCN1CCC1=CC3=C(OCO3)C=C21"
"DB04572"	"S=P(N1CC1)(N1CC1)N1CC1"
"DB04908"	"FC(F)(F)C1=CC(=CC=C1)N1CCN(CCN2C(=O)NC3=CC=CC=C23)CC1"
"DB05109"	"[H][C@@]12[C@@H]3SC[C@]4(NCCC5=C4C=C(OC)C(O)=C5)C(=O)OC[C@H](N1[C@@H](O)[C@@H]1CC4=CC(C)=C(OC)C(O)=C4[C@H]2N1C)C1=C2OCOC2=C(C)C(OC(C)=O)=C31"
"DB04854"	"CC(C)COC1=C(C=C(C=C1)C1=NC(C)=C(S1)C(O)=O)C#N"
"DB04911"	"[H][C@]12NC(=O)[C@]([H])(NC(=O)[C@]3([H])NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](NC(=O)[C@@H](CC(C)C)NC)[C@H](O)C4=CC(Cl)=C(OC5=C(O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O[C@H]6C[C@](C)(NCC7=CC=C(C=C7)C7=CC=C(Cl)C=C7)[C@@H](O)[C@H](C)O6)C(OC6=C(Cl)C=C(C=C6)[C@H]1O[C@H]1C[C@](C)(N)[C@@H](O)[C@H](C)O1)=CC3=C5)C=C4)C1=CC(=C(O)C=C1)C1=C(C=C(O)C=C1O)[C@H](NC2=O)C(O)=O"
"DB05245"	"[Ag+].NC1=CC=C(C=C1)S(=O)(=O)[N-]C1=NC=CC=N1"
"DB04571"	"CC1=CC2=CC3=C(OC(=O)C=C3C)C(C)=C2O1"
"DB04837"	"CN(C)CCC(O)(C1=CC=CC=C1)C1=CC=CC=C1Cl"
"DB04842"	"FC1=CC=C(C=C1)C(CCCN1CCC2(CC1)N(CNC2=O)C1=CC=CC=C1)C1=CC=C(F)C=C1"
"DB04871"	"C[C@H]1CNCCC2=CC=C(Cl)C=C12"
"DB05246"	"CN1C(=O)CC(C)(C1=O)C1=CC=CC=C1"
"DB05271"	"CCCN(CCC1=CC=CS1)C1CCC2=C(C1)C=CC=C2O"
"DB04574"	"C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(OS(O)(=O)=O)=C4)[C@@H]1CCC2=O"
"DB04843"	"C[N+]1(C)CCCC(C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1"
"DB04844"	"COC1=C(OC)C=C2C3CC(=O)C(CC(C)C)CN3CCC2=C1"
"DB04855"	"CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(NS(C)(=O)=O)C=C2"
"DB04861"	"OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=C(O1)C=CC(F)=C2"
"DB04868"	"CC1=CN(C=N1)C1=CC(=CC(NC(=O)C2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)=C1)C(F)(F)F"
"DB04876"	"OC12CC3CC(C1)CC(C3)(C2)NCC(=O)N1CCC[C@H]1C#N"
"DB04896"	"CCN(CC)C(=O)[C@@]1(C[C@@H]1CN)C1=CC=CC=C1"
"DB04920"	"CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(Cl)=C1Cl)C(=O)OC"
"DB04946"	"COC1=C(OCCCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C=CC(=C1)C(C)=O"
"DB05294"	"COC1=C(OCC2CCN(C)CC2)C=C2N=CN=C(NC3=C(F)C=C(Br)C=C3)C2=C1"
"DB04845"	"C[C@H]1CCC[C@@]2(C)O[C@@]2([H])C[C@H](NC(=O)C[C@@H](O)C(C)(C)C(=O)[C@@H](C)[C@H]1O)C(C)=CC1=CSC(C)=N1"
"DB04938"	"OCCOC1=CC=C(C=C1)C(=C(CCCl)C1=CC=CC=C1)C1=CC=CC=C1"
"DB05239"	"OC1(CN(C1)C(=O)C1=C(NC2=C(F)C=C(I)C=C2)C(F)=C(F)C=C1)[C@@H]1CCCCN1"
"DB04077"	"OCC(O)CO"
"DB04398"	"CC(O)C(O)=O"
"DB04455"	"C[N+](C)(C)CC(O)=O"
"DB04465"	"OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O"
"DB04575"	"[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(OC1CCCC1)C=C3"
"DB04786"	"CC1=C(NC(=O)C2=CC(NC(=O)NC3=CC=CC(=C3)C(=O)NC3=C(C)C=CC(=C3)C(=O)NC3=C4C(C=C(C=C4S(O)(=O)=O)S(O)(=O)=O)=C(C=C3)S(O)(=O)=O)=CC=C2)C=C(C=C1)C(=O)NC1=C2C(C=C(C=C2S(O)(=O)=O)S(O)(=O)=O)=C(C=C1)S(O)(=O)=O"
"DB04824"	"OC1=CC=C(C=C1)C1(OC(=O)C2=CC=CC=C12)C1=CC=C(O)C=C1"
"DB04846"	"CCN(CC)C(=O)NC1=CC=C(OCC(O)CNC(C)(C)C)C(=C1)C(C)=O"
"DB04878"	"OCC(CO)N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O"
"DB04890"	"OC(=O)CCCN1CCC(CC1)OC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1"
"DB04930"	"CC1(C)C(C=C(Cl)Cl)C1C(=O)OCC1=CC(OC2=CC=CC=C2)=CC=C1"
"DB04931"	"CCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(N)=O"
"DB04942"	"CC1(C)CCC(C)(C)C2=C1C=CC(NC(=O)C1=CC=C(C=C1)C(O)=O)=C2"
"DB04948"	"CC(OC1=C(Cl)C=CC=C1Cl)C1=NCCN1"
"DB05013"	"OCC1=C[C@]2([H])C(=O)[C@]3(C=C(C)[C@H](OC(=O)C(C)=C/C)[C@@]3(O)[C@@H]1O)[C@H](C)C[C@@]1([H])C(C)(C)[C@@]21[H]"
"DB05016"	"OC(=O)C1=CC=CC(=C1)C1=NOC(=N1)C1=CC=CC=C1F"
"DB05265"	"[H][C@@]12CCC3=CC(C(C)C)=C(C=C3[C@@]1(C)CCC[C@@]2(C)C(O)=O)S(O)(=O)=O"
"DB05266"	"CC(C)C(=O)C1=C2C=CC=CN2N=C1C(C)C"
"DB06605"	"COC1=CC=C(C=C1)N1N=C(C(N)=O)C2=C1C(=O)N(CC2)C1=CC=C(C=C1)N1CCCCC1=O"
"DB05521"	"[H][C@@]12CCC[C@]1([H])[C@H](N(C2)C(=O)[C@@H](NC(=O)[C@@H](NC(=O)C1=NC=CN=C1)C1CCCCC1)C(C)(C)C)C(=O)N[C@@H](CCC)C(=O)C(=O)NC1CC1"
"DB05812"	"[H][C@@]12CC=C(C3=CC=CN=C3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C"
"DB06207"	"C[C@H](CC1=CC2=C(N(CCCO)CC2)C(=C1)C(N)=O)NCCOC1=CC=CC=C1OCC(F)(F)F"
"DB06268"	"CC1=NOC(NS(=O)(=O)C2=C(SC=C2)C(=O)CC2=CC3=C(OCO3)C=C2C)=C1Cl"
"DB06290"	"[H][C@]12C[C@]1(NC(=O)[C@]1([H])CC(C[C@@]1([H])C(=O)N(C)CCCCC=C/2)OC1=CC(=NC2=C(C)C(OC)=CC=C12)C1=NC(=CS1)C(C)C)C(=O)NS(=O)(=O)C1CC1"
"DB06403"	"COC([C@H](OC1=NC(C)=CC(C)=N1)C(O)=O)(C1=CC=CC=C1)C1=CC=CC=C1"
"DB06413"	"NC(=O)C[S@@](=O)C(C1=CC=CC=C1)C1=CC=CC=C1"
"DB06480"	"COCCCN1CCC(CC1)NC(=O)C1=C2OCCC2=C(N)C(Cl)=C1"
"DB06590"	"[H][C@]12SCC(SC3=NC(=CS3)C3=CC=[N+](C)C=C3)=C(N1C(=O)[C@H]2NC(=O)C(=NOCC)C1=NSC(NP(O)(O)=O)=N1)C([O-])=O"
"DB06698"	"CNCCC1=CC=CC=N1"
"DB05676"	"[H][C@](CS(C)(=O)=O)(N1C(=O)C2=C(C1=O)C(=CC=C2)N=C(C)O)C1=CC(OCC)=C(OC)C=C1"
"DB06401"	"CC1=C(N(CC2=CC=C(OCCN3CCCCCC3)C=C2)C2=C1C=C(O)C=C2)C1=CC=C(O)C=C1"
"DB06211"	"[H][C@]12[C@@H](C)C(S[C@]3([H])CN[C@H](CNS(N)(=O)=O)C3)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O"
"DB06144"	"FC1=CC=C(C=C1)N1C=C(C2CCN(CCN3CCNC3=O)CC2)C2=C1C=CC(Cl)=C2"
"DB06196"	"[H][C@]12CC(N(C(=O)C3CC4=CC=CC=C4CN3C(=O)[C@H](CO)NC(=O)[C@H](CC3=CC=CS3)NC(=O)CNC(=O)C3C[C@@H](O)CN3C(=O)C3CCCN3C(=O)C(CCCN=C(N)N)NC(=O)[C@H](N)CCCN=C(N)N)[C@@]1([H])CCCC2)C(=O)N[C@@H](CCCN=C(N)N)C(O)=O"
"DB06201"	"NC(=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1"
"DB06210"	"CC1=NN(C(=O)C1=N/NC1=C(O)C(=CC=C1)C1=CC=CC(=C1)C(O)=O)C1=CC=C(C)C(C)=C1"
"DB06262"	"N[C@H]([C@@H](O)C1=CC(O)=C(O)C=C1)C(O)=O"
"DB06274"	"C[C@H]1CN(C[C@H](CC2=CC=CC=C2)C(=O)NCC(O)=O)CC[C@@]1(C)C1=CC(O)=CC=C1"
"DB06288"	"CCN1CCCC1CNC(=O)C1=CC(=C(N)C=C1OC)S(=O)(=O)CC"
"DB06414"	"CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N"
"DB06594"	"COC1=CC2=C(C=CC=C2CCNC(C)=O)C=C1"
"DB06636"	"[H][C@](C)(C1=NC(=CS1)C1=CC=C(C=C1)C#N)[C@](O)(CN1C=NC=N1)C1=C(F)C=CC(F)=C1"
"DB06637"	"NC1=CC=NC=C1"
"DB06203"	"CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O"
"DB06204"	"CC[C@H]([C@@H](C)CN(C)C)C1=CC(O)=CC=C1"
"DB06209"	"CC(=O)OC1=CC2=C(CCN(C2)C(C(=O)C2CC2)C2=CC=CC=C2F)S1"
"DB06212"	"CC1=CC=CC=C1C(=O)NC1=CC(C)=C(C=C1)C(=O)N1CCC[C@@H](O)C2=C1C=CC(Cl)=C2"
"DB06216"	"OC(=O)C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1"
"DB06282"	"OC(=O)COCCN1CCN(CC1)[C@H](C1=CC=CC=C1)C1=CC=C(Cl)C=C1"
"DB06287"	"OCC(C)(CO)C(=O)O[C@@H]1CC[C@@H](C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)C=C(C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)C=CC=CC=C(C)[C@@H](OC)C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)C[C@H]1OC"
"DB06292"	"O.CC(O)CO.CCOC1=CC=C(CC2=CC(=CC=C2Cl)[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C1"
"DB06335"	"N[C@H](C(=O)N1[C@H]2C[C@H]2C[C@H]1C#N)C12CC3CC(CC(O)(C3)C1)C2"
"DB06402"	"Cl.CCCCCCCCCCNCCN[C@@]1(C)C[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC2=C3OC4=CC=C(C=C4Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H]4C(C=C2OC2=CC=C(C=C2Cl)[C@@H](O)[C@@H]2NC(=O)[C@H](NC4=O)C4=CC=C(O)C(=C4)C4=C(C=C(O)C(CNCP(O)(O)=O)=C4O)[C@H](NC2=O)C(O)=O)=C3)O[C@@H](C)[C@H]1O"
"DB06412"	"[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)C(C[C@]12C)=C/O"
"DB06589"	"CN(C1=CC2=NN(C)C(C)=C2C=C1)C1=CC=NC(NC2=CC=C(C)C(=C2)S(N)(=O)=O)=N1"
"DB06603"	"[H]C(=C([H])C1=CC=C(CNCCC2=C(C)NC3=CC=CC=C23)C=C1)C(O)=NO"
"DB06616"	"COC1=CC(NC2=C(C=NC3=CC(OCCCN4CCN(C)CC4)=C(OC)C=C23)C#N)=C(Cl)C=C1Cl"
"DB06663"	"NCCCC[C@@H]1NC(=O)[C@@H](CC2=CNC3=C2C=CC=C3)NC(=O)[C@@H](NC(=O)[C@@H]2C[C@H](CN2C(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=C(OCC3=CC=CC=C3)C=C2)NC1=O)OC(=O)NCCN)C1=CC=CC=C1"
"DB06684"	"NC(=O)C1=CC2=C(O1)C=CC(=C2)N1CCN(CCCCC2=CNC3=C2C=C(C=C3)C#N)CC1"
"DB06148"	"CN1CCN2C(C1)C1=CC=CC=C1CC1=CC=CC=C21"
"DB06176"	"[H]C(C)=C1N=C(O)[C@@]([H])(CS)N=C(O)[C@]([H])(CC(=O)C[C@]([H])(OC(=O)[C@@]([H])(N=C1O)C(C)C)C([H])=C(/[H])CCS)C(C)C"
"DB06237"	"COC1=C(Cl)C=C(CNC2=C(C=NC(=N2)N2CCC[C@H]2CO)C(=O)NCC2=NC=CC=N2)C=C1"
"DB05630"	"O.O.O.O.O.O.O.O.O.[Na+].[Na+].[Na+].[H][C@@]1(O[Sb]2(O)(O[Sb]34([O-])O[C@@H](C([O-])=O)[C@@]([H])(O3)[C@]([H])(O4)[C@H](O)CO)O[C@@H](C([O-])=O)[C@@]1([H])O2)[C@H](O)CO"
"DB06016"	"CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)C2=C(Cl)C(Cl)=CC=C2)CC1"
"DB06147"	"NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1"
"DB06151"	"CC(=O)N[C@@H](CS)C(O)=O"
"DB06155"	"CC1=C(N(N=C1C(=O)NN1CCCCC1)C1=C(Cl)C=C(Cl)C=C1)C1=CC=C(Cl)C=C1"
"DB06219"	"[H][C@@]12CC3=CC=C(OC4=C(O[C@@H]5O[C@@H]([C@@H](O)[C@H](O)[C@H]5NC(=O)CCCCCCCCC(C)C)C(O)=O)C5=CC(=C4)[C@@]([H])(NC(=O)[C@@]([H])(NC1=O)C1=C(Cl)C(O)=CC(OC4=C(O)C=CC(=C4)[C@@H](NC)C(=O)N2)=C1)C(=O)N[C@]1([H])C2=CC(=C(O)C=C2)C2=C(C=C(O)C=C2O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)C(NC(=O)[C@@]([H])(NC1=O)[C@H](O)C1=CC(Cl)=C(O5)C=C1)C(=O)NCCCN(C)C)C=C3"
"DB06243"	"NCCCC(N)(C(F)F)C(O)=O"
"DB06255"	"OP(O)(=O)C(NC1CCCCC1)P(O)(O)=O"
"DB06267"	"CCCOC1=C(C=C(C=C1)S(=O)(=O)NCCC1CCCN1C)C1=NC(=O)C2=C(N1)C(CCC)=NN2C"
"DB06614"	"CCC(CC)C(NC(C)=O)[C@@H]1[C@H](O)[C@H](C[C@H]1N=C(N)N)C(O)=O"
"DB06691"	"COC1=CC=C(CN(CCN(C)C)C2=NC=CC=C2)C=C1"
"DB06694"	"CC1=CC(=CC(C)=C1CC1=NCCN1)C(C)(C)C"
"DB11362"	"CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)C1=NC(C2=CC=CC=C2)=C(N=C1)C1=CC=CC=C1"
"DB11363"	"CCC1=CC2=C(C=C1N1CCC(CC1)N1CCOCC1)C(C)(C)C1=C(C3=C(N1)C=C(C=C3)C#N)C2=O"
